SEQENCE ID                     TM SP PREDICTION
A0A384KFH0                      4  0 o6-26i38-59o65-83i95-114o
A0A384KG13                      0  Y n3-11c16/17o
A0A384KHP8                      0  Y n19-30c34/35o
A0A384KIK3                      0  0 o
A0A384KIQ6                      0  0 o
A0A384KJ27                      0  0 o
A0A384KK35                      0  Y n2-13c17/18o
A0A384KKB0                      5  0 o20-44i56-79o99-119i126-144o150-171i
A0A384KKD7                      0  0 o
A0A384KKG6                      0  0 o
A0A384KKI0                      0  0 o
A0A384KKV2                      1  0 i192-208o
A0A384KL23                      0  Y n2-10c15/16o
A0A384KL32                      0  0 o
A0A384KLL1                      0  0 o
A0A384KLZ8                      0  0 o
A0A384KME3                      0  0 o
A0A384KN03                      0  0 i
A0A384KN97                      1  0 o33-54i
A0A384KPP3                      0  0 o
A0A384KPP7                      0  0 o
A0A384KQ99                      1  0 i219-239o
A0A384KQL2                      0  0 o
A0A384KQM8                      0  Y n6-16c21/22o
A0A384KRX1                      0  0 o
A0A384KT29                      0  0 o
A0A384KTB0                      0  0 o
A0A384KUQ2                      1  0 i12-32o
A0A384KUY2                      0  0 o
A0A384KV49                      0  0 i
A0A384KWA0                      0  Y n6-11c15/16o
A0A384KWF3                      0  0 o
A0A384KWN9                      0  0 o
A0A384KXN4                      0  0 i
A0A384KXR9                      4  0 i29-49o55-76i97-121o127-147i
A0A384KXS5                      0  Y n10-21c32/33o
A0A384KYT6                      0  0 i
A0A384KYX4                      0  Y n11-22c40/41o
A0A384KZ09                      6  0 i12-29o303-321i333-351o357-376i383-404o410-428i
A0A384KZL2                      0  0 o
A0A384L0D4                      0  Y n6-14c22/23o
A0A384L0E8                      0  0 o
A0A384L0H3                      1  0 i20-40o
A0A384L0Z4                      0  0 o
A0A384L4J5                      0  0 o
A0A384L4R6                      1  0 o6-24i
A0A384L505                      0  Y n3-11c16/17o
A0A384L576                      0  0 o
A0A384L5E0                      1  Y n3-14c22/23o38-58i
A0A384L5J1                      0  0 o
A0A384L5M0                      0  0 o
A0A384L6J7                      0  0 i
A0A384L6Q9                      0  0 o
A0A384L7P8                      0  0 o
A0A384L7W5                      0  0 i
A0A384L8K9                      1  0 o241-262i
A0A384L8Q2                      0  0 o
A0A384L8U7                      0  0 o
A0A384L8Y1                      0  0 o
A0A384L9T2                      0  0 i
A0A384LAB7                      0  0 i
A0A384LBP6                      2  0 i9-27o33-54i
A0A384LC74                      0  Y n4-15c19/20o
A0A384LCW5                      0  Y n15-20c25/26o
A0A384LDQ7                      0  0 i
A0A384LGF8                      0  0 o
A0A384LIW0                      1  0 o16-35i
A0A384LJN9                      1  0 o20-36i
A0A384LJS6                      0  Y n3-14c18/19o
A0A384LK00                      0  0 o
A0A384LL11                      4  0 i78-98o124-147i211-231o237-254i
A0A384LM17                      2  0 i79-99o105-124i
A0A384LN93                      2  0 o20-45i95-119o
A0A384LNN5                      3  0 i21-43o55-75i87-106o
A0A384LQ45                      0  0 o
A0A384LQF9                      0  0 o
A0A3G5LAJ5                      2  0 i7-30o36-58i
A0A3G5LAS3                      0  0 o
A0A3G5LB76                      0  0 o
A0A3G5LBG9                      0  0 o
A0A3G5LBJ2                      0  Y n3-11c16/17o
A0A3G5LBL2                      0  0 o
A0A3G5LDU0                      2  0 i5-27o33-52i
A0A3G5LJH8                      0  0 o
A0A3G5LJJ8                      0  0 o
A0A3G5LJP4                      0  0 i
A0A3N4AVZ9                     13  0 i28-46o58-79i86-108o114-132i144-166o178-197i204-224o244-264i293-315o327-344i351-372o384-410i422-440o
A0A3N4AW62                      0  0 o
A0A3N4AW86                      0  0 o
A0A3N4AXL8                      0  0 o
A0A3N4AXS2                      0  0 i
A0A3N4AXZ3                      0  0 o
A0A3N4AYI6                      0  0 o
A0A3N4AYJ3                      0  Y n10-21c30/31o
A0A3N4AYN0                      0  0 o
A0A3N4AYQ1                      0  0 o
A0A3N4AZ94                      0  0 o
A0A3N4AZF4                      4  Y n16-31c39/40o49-66i71-92o104-123i529-550o
A0A3N4AZL0                      0  Y n8-19c27/28o
A0A3N4AZW4                      0  0 o
A0A3N4AZX4                      0  0 o
A0A3N4B037                      0  0 o
A0A3N4B050                      0  0 o
A0A3N4B073                      0  Y n13-24c28/29o
A0A3N4B0D5                      0  Y n3-13c20/21o
A0A3N4B0M2                      0  0 o
A0A3N4B0P4                      0  0 o
A0A3N4B0U5                      0  0 o
A0A3N4B171                      0  Y n5-13c18/19o
A0A3N4B1E2                      0  0 o
A0A3N4B1K0                      0  0 o
A0A3N4B1K8                      0  0 o
A0A3N4B1S3                      0  0 o
A0A3N4B1U9                      0  Y n6-17c23/24o
A0A3N4B1Y7                      0  Y n7-18c22/23o
A0A3N4B213                      0  0 o
A0A3N4B228                      0  0 o
A0A3N4B294                      0  0 o
A0A3N4B2A9                      0  0 o
A0A3N4B2D7                      0  0 o
A0A3N4B2H5                      0  0 o
A0A3N4B2M2                      0  0 o
A0A3N4B2M5                      0  Y n16-27c33/34o
A0A3N4B2P2                      0  0 o
A0A3N4B2P9                      0  0 o
A0A3N4B2Y4                      0  0 o
A0A3N4B301                      0  0 o
A0A3N4B323                      0  0 o
A0A3N4B367                      0  Y n5-12c19/20o
A0A3N4B378                      0  0 o
A0A3N4B3B1                      0  0 o
A0A3N4B3H4                      0  0 o
A0A3N4B3L9                      0  0 o
A0A3N4B3Q2                      0  0 o
A0A3N4B408                      6  0 i12-39o79-99i111-133o189-207i214-238o244-262i
A0A3N4B409                      1  0 o24-47i
A0A3N4B416                      0  0 o
A0A3N4B418                      0  0 o
A0A3N4B432                      0  0 o
A0A3N4B439                      0  0 o
A0A3N4B448                      0  0 o
A0A3N4B4F2                      0  0 o
A0A3N4B4H4                      0  Y n17-28c33/34o
A0A3N4B4K7                      0  0 o
A0A3N4B4L2                      0  0 o
A0A3N4B4L4                      0  Y n4-15c21/22o
A0A3N4B4P3                      6  0 i21-44o64-86i134-154o160-177i247-267o273-291i
A0A3N4B4S2                      0  0 i
A0A3N4B4X0                      5  0 o6-22i67-85o91-108i232-251o263-283i
A0A3N4B4X1                      0  0 o
A0A3N4B515                      0  0 o
A0A3N4B564                      0  0 o
A0A3N4B589                      0  0 o
A0A3N4B5A5                      0  0 o
A0A3N4B5M9                      0  Y n5-16c25/26o
A0A3N4B5N3                      0  Y n6-16c23/24o
A0A3N4B5R0                      0  Y n6-17c22/23o
A0A3N4B5V4                      0  0 o
A0A3N4B5W9                      0  0 o
A0A3N4B610                      0  0 o
A0A3N4B617                      1  0 i12-33o
A0A3N4B631                      0  0 o
A0A3N4B6I9                      0  0 o
A0A3N4B6L0                      5  0 o15-41i53-77o135-168i245-264o270-287i
A0A3N4B6N3                      0  0 o
A0A3N4B6N8                      1  0 i9-28o
A0A3N4B6Y2                      1  0 i12-30o
A0A3N4B705                      0  0 o
A0A3N4B749                      0  0 o
A0A3N4B772                      0  0 o
A0A3N4B7D2                      0  Y n9-19c27/28o
A0A3N4B7H8                      0  0 o
A0A3N4B7R4                      0  0 o
A0A3N4B7U6                      0  0 o
A0A3N4B853                      0  0 o
A0A3N4B8A2                      0  0 o
A0A3N4B8G2                      0  0 o
A0A3N4B8G9                      1  0 i37-55o
A0A3N4B8S9                      0  0 o
A0A3N4B919                      1  0 o174-194i
A0A3N4B9A3                      0  0 o
A0A3N4B9D7                      0  0 o
A0A3N4B9L8                      0  0 o
A0A3N4B9S8                      1  0 i7-26o
A0A3N4B9W1                      0  Y n8-18c23/24o
A0A3N4B9Z5                      0  0 o
A0A3N4BA48                      0  0 o
A0A3N4BA62                      0  0 o
A0A3N4BA87                      0  0 o
A0A3N4BAA1                      1  0 o153-175i
A0A3N4BAE1                      0  0 o
A0A3N4BAF6                      0  0 i
A0A3N4BB07                      1  Y n4-17c22/23o41-62i
A0A3N4BCC0                      0  0 o
A0A3N4BDK8                      0  0 o
A0A3N4BGA7                      0  0 o
A0A3N4BGR8                      0  0 o
A0A3N4BH15                      0  0 o
A0A3N4BHQ2                      0  0 o
A0A3N4BIW9                      0  0 o
A0A3N4BIX1                      0  Y n10-20c28/29o
A0A3N4BJF6                      0  0 o
A0A3N4BJU1                      0  0 o
A0A3N4BKH9                      0  0 o
A0A3N4BNK4                      0  Y n16-26c38/39o
A0A3N4BNT4                      0  0 o
A0A3N4BP05                      0  Y n7-16c21/22o
A0A3N4BPF1                      0  0 o
A0A3N4BPL8                      2  0 i7-23o29-47i
A0A3N4BQC6                      0  Y n14-25c30/31o
A0A3N4BRQ6                      0  0 o
A0A3N4BS13                      0  0 o
A0A3N4BSA8                      0  0 o
A0A3N4BUM6                      0  0 o
A0A3N4BW48                      0  0 o
A0A3N4BY44                      0  0 o
A0A3N4BY52                      0  0 o
A0A454XSD7                      0  0 o
A0A454XVQ9                      9  0 o6-21i33-51o57-83i104-122o128-149i169-191o203-228i249-267o279-297i
A0A454XXH7                      0  0 o
A0A454Y5W9                      1  0 i319-338o
A0A5P8YAE9                      0  0 o
A0A5P8YAF8                      0  0 o
A0A5P8YAJ0                      0  0 o
A0A5P8YAK3                     12  0 i26-45o51-76i96-112o118-136i157-179o185-203i251-269o289-309i321-339o345-365i377-400o406-431i
A0A5P8YAL1                      5  0 i12-33o45-66i73-99o119-139i160-178o
A0A5P8YAM0                      1  0 o16-39i
A0A5P8YAN6                      0  Y n8-18c25/26o
A0A5P8YAR8                      0  Y n9-28c33/34o
A0A5P8YAS4                      0  Y n20-31c36/37o
A0A5P8YAS5                      4  0 o26-49i61-81o150-179i261-286o
A0A5P8YAS6                     10  0 i7-28o34-54i66-89o95-116i128-148o160-180i200-217o223-242i254-271o277-297i
A0A5P8YAT7                      0  0 o
A0A5P8YAV7                      0  Y n5-16c23/24o
A0A5P8YAW4                      0  0 i
A0A5P8YAX4                      0  Y n13-23c28/29o
A0A5P8YB22                      0  0 o
A0A5P8YB39                      0  0 o
A0A5P8YB40                      0  0 o
A0A5P8YB41                     10  0 o6-24i45-65o91-107i119-148o168-186i193-210o261-279i313-336o348-375i382-400o
A0A5P8YB42                      0  0 o
A0A5P8YB58                      0  Y n10-22c27/28o
A0A5P8YB62                      0  Y n18-29c34/35o
A0A5P8YB90                      0  Y n10-20c38/39o
A0A5P8YBA2                      0  0 o
A0A5P8YBC5                      0  Y n10-20c25/26o
A0A5P8YBD7                      2  0 o21-47i59-77o
A0A5P8YBD8                      4  0 i23-44o82-111i144-163o183-205i
A0A5P8YBD9                      8  0 i20-37o43-62i74-94o106-132i201-222o234-261i282-299o305-322i
A0A5P8YBE0                      4  0 o20-50i62-84o113-135i147-171o
A0A5P8YBE6                      4  Y n7-18c23/24o39-65i116-138o144-172i184-203o
A0A5P8YBF8                      0  0 o
A0A5P8YBF9                      0  Y n16-27c35/36o
A0A5P8YBG4                      0  Y n8-18c22/23o
A0A5P8YBH0                      0  0 o
A0A5P8YBI5                      0  0 o
A0A5P8YBJ8                      0  0 o
A0A5P8YBK0                      0  0 o
A0A5P8YBK8                      0  0 o
A0A5P8YBL1                      0  0 o
A0A5P8YBL4                      4  0 i12-33o53-72i159-183o195-215i
A0A5P8YBL9                      1  0 o20-40i
A0A5P8YBM6                      0  0 o
A0A5P8YBM8                      0  Y n5-12c17/18o
A0A5P8YBN8                      0  0 o
A0A5P8YBP3                      0  Y n5-16c23/24o
A0A5P8YBP7                      0  Y n4-14c19/20o
A0A5P8YBQ9                      3  Y n5-18c26/27o56-80i100-119o139-162i
A0A5P8YBR1                      0  Y n6-16c20/21o
A0A5P8YBR8                      0  0 o
A0A5P8YBR9                      1  0 i100-117o
A0A5P8YBS2                      0  0 o
A0A5P8YBS6                      0  Y n4-15c20/21o
A0A5P8YBT7                      0  Y n14-25c31/32o
A0A5P8YBU1                      0  0 o
A0A5P8YBW4                      0  Y n7-17c22/23o
A0A5P8YBX0                      0  Y n12-23c31/32o
A0A5P8YBX3                      0  0 o
A0A5P8YBY2                      8  Y n6-17c22/23o46-76i88-109o115-134i162-181o187-206i213-236o248-274i295-316o
A0A5P8YBY6                      1  0 i110-132o
A0A5P8YC15                      0  0 o
A0A5P8YC43                      1  0 i26-47o
A0A5P8YC56                      0  0 o
A0A5P8YC60                      0  0 o
A0A5P8YC71                      0  Y n4-12c17/18o
A0A5P8YC81                      9  Y n2-13c19/20o29-49i56-75o87-105i112-130o136-158i170-190o202-222i234-253o259-276i
A0A5P8YC84                      1  0 i12-33o
A0A5P8YCA0                      1  Y n3-13c17/18o41-60i
A0A5P8YCB6                      0  0 o
A0A5P8YCC7                      0  0 o
A0A5P8YCF0                      3  0 i20-42o48-73i80-99o
A0A5P8YCF9                      0  0 o
A0A5P8YCH2                      0  Y n5-16c24/25o
A0A5P8YCH4                      6  0 i12-31o75-96i108-128o167-185i206-225o263-287i
A0A5P8YCH7                      0  Y n22-30c35/36o
A0A5P8YCH8                      0  0 o
A0A5P8YCH9                      9  0 o6-30i42-62o82-100i107-126o132-152i221-246o252-272i284-302o314-335i
A0A5P8YCI0                      8  0 o15-35i47-77o89-109i116-140o171-189i217-236o256-287i299-318o
A0A5P8YCJ4                      0  0 o
A0A5P8YCK3                      0  0 o
A0A5P8YCL8                      2  0 i25-45o65-84i
A0A5P8YCM0                      0  0 o
A0A5P8YCN1                     12  0 i20-43o49-71i83-104o116-135i155-177o183-201i222-242o262-281i288-306o312-335i347-368o374-396i
A0A5P8YCP6                      6  0 i12-31o37-60i80-98o110-128i149-166o172-189i
A0A5P8YCQ2                      0  0 o
A0A5P8YCQ4                      0  0 o
A0A5P8YCR7                      1  0 o26-47i
A0A5P8YCR8                      4  0 o6-25i61-83o95-119i157-183o
A0A5P8YCS5                      0  0 o
A0A5P8YCT6                      2  0 o6-27i48-65o
A0A5P8YCV4                      0  Y n6-17c25/26o
A0A5P8YCV6                      0  0 o
A0A5P8YCW2                      0  0 o
A0A5P8YCX4                      0  Y n12-23c35/36o
A0A5P8YCY8                      1  0 i12-32o
A0A5P8YCY9                      0  0 o
A0A5P8YCZ2                      0  0 o
A0A5P8YCZ6                      0  0 o
A0A5P8YD07                      0  0 o
A0A5P8YD08                      0  0 o
A0A5P8YD14                      1  0 o29-49i
A0A5P8YD15                      0  0 o
A0A5P8YD16                      0  0 o
A0A5P8YD20                     10  0 i19-36o42-60i80-102o137-164i176-194o206-228i240-261o293-317i338-358o401-421i
